,指标1,指标2,最优皮尔逊位移位数,最优位移皮尔逊相关系数,指标1,指标2,最优TS位移位数,最优TS,指标1,指标2,最优kl位移位数,最优kl,未位移皮尔逊相关系数,TS,kl,位移3个月皮尔逊,位移3个月TS,位移3个月kl,位移6个月皮尔逊,位移6个月TS,位移6个月kl,指标1 显著频率top3,指标2 显著频率top3
171,GDP,人民币:各项贷款余额:境内贷款:非金融企业及机关团体贷款:中长期贷款,4,0.974962016492946,GDP,人民币:各项贷款余额:境内贷款:非金融企业及机关团体贷款:中长期贷款,4,0.9749620164929464,GDP,人民币:各项贷款余额:境内贷款:非金融企业及机关团体贷款:中长期贷款,-9,0.006957900742458709,0.9701545409856565,0.9701545409856563,0.010203922972848625,0.9747859359544255,0.9747859359544255,0.01001803659001188,0.9742466622962276,0.974246662296228,0.010420710525226716,"[11.769230769230768, 6.12, 4.026315789473684]","[10.2, 5.884615384615384, 3.9230769230769234]"
172,GDP,人民币:各项贷款余额:境内贷款:非金融企业及机关团体贷款:票据融资,-10,0.8108658423848766,GDP,人民币:各项贷款余额:境内贷款:非金融企业及机关团体贷款:票据融资,-10,0.8108658423848768,GDP,人民币:各项贷款余额:境内贷款:非金融企业及机关团体贷款:票据融资,-11,0.04670814737541093,0.7904881271321863,0.790488127132186,0.05217758610168688,0.7760507732050611,0.7760507732050611,0.05082615837484589,0.7564508739290217,0.7564508739290218,0.050944786642674676,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 17.0, 10.2]"
173,GDP,交通固定资产投资:累计值,12,0.6144070194932695,GDP,交通固定资产投资:累计值,12,0.6144070194932694,GDP,交通固定资产投资:累计值,0,0.281595469392356,0.6081646012038544,0.6081646012038544,0.281595469392356,0.36825333820164546,0.36825333820164535,0.35418703557686726,0.3555726284148781,0.35557262841487813,0.38196061233399076,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 6.12, 4.026315789473684]"
174,GDP,交通固定资产投资:其他建设:累计值,12,0.25366893864090606,GDP,交通固定资产投资:其他建设:累计值,12,0.25366893864090595,GDP,交通固定资产投资:其他建设:累计值,12,0.5333455299343237,0.2307701545977517,0.2307701545977517,0.6839816004126946,0.05375829055193213,0.05375829055193212,0.7634423447622727,0.09876549047943885,0.09876549047943885,0.738200820929381,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 2.9999999999999996, 4.026315789473684]"
175,GDP,交通固定资产投资:公路建设:累计值,12,0.6348573582099974,GDP,交通固定资产投资:公路建设:累计值,12,0.6348573582099978,GDP,交通固定资产投资:公路建设:累计值,0,0.2822478553568498,0.6307060672528634,0.6307060672528637,0.2822478553568498,0.3929408150734871,0.3929408150734871,0.35472504181829856,0.37822236711911794,0.3782223671191178,0.38340250633991246,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 6.12, 4.026315789473684]"
176,GDP,交通固定资产投资:内河建设:累计值,12,0.6423127979652039,GDP,交通固定资产投资:内河建设:累计值,12,0.6423127979652034,GDP,交通固定资产投资:内河建设:累计值,-12,0.22838830402628327,0.6260091532889527,0.6260091532889522,0.23037247373791747,0.400764755047247,0.40076475504724696,0.29467999727390154,0.39200853906412897,0.3920085390641291,0.3170907805606574,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 6.12, 4.026315789473684]"
177,GDP,交通固定资产投资:沿海建设:累计值,12,0.21587199515919897,GDP,交通固定资产投资:沿海建设:累计值,12,0.2158719951591988,GDP,交通固定资产投资:沿海建设:累计值,12,0.39259914477922103,0.1348598909064908,0.13485989090649078,0.40650204308514254,-0.07682344588256647,0.07682344588256648,0.4776253435957231,-0.07742437454492393,0.07742437454492393,0.4955486713665284,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 6.12, 4.026315789473684]"
178,GDP,宏观经济景气指数:滞后指数.1,-12,-0.00513590801759445,GDP,宏观经济景气指数:滞后指数.1,12,0.20901288091192788,GDP,宏观经济景气指数:滞后指数.1,12,0.05999945824905638,-0.09092360929798028,0.09092360929798046,0.07236046801378206,-0.09809986098403789,0.09809986098403789,0.06804646112684729,-0.11620915825229887,0.11620915825229874,0.06468107841326196,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 76.5, 17.0]"
179,GDP,PMI,-12,-0.257705108992946,GDP,PMI,-2,0.3857502690971736,GDP,PMI,12,0.0632453084286014,-0.36226826534534035,0.36226826534534035,0.07836304547474865,-0.3306101798136731,0.33061017981367335,0.07319697913432777,-0.307149369702169,0.3071493697021692,0.0691515327004364,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 15.299999999999999, 10.928571428571427]"
180,GDP,PMI:生产,-12,-0.2434180700317945,GDP,PMI:生产,-2,0.39170329967863277,GDP,PMI:生产,12,0.0663521543220441,-0.3595534349319379,0.359553434931938,0.08178926784818755,-0.3440588446572371,0.3440588446572372,0.07674716447727942,-0.31950118399873134,0.3195011839987315,0.07252570946559365,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 15.299999999999999, 10.928571428571427]"
181,GDP,PMI:新订单,-12,-0.20693072465895443,GDP,PMI:新订单,-2,0.3489929283597764,GDP,PMI:新订单,12,0.06749314790447217,-0.3403717145009645,0.340371714500964,0.08291157362551571,-0.30872327169396835,0.30872327169396846,0.07727270031757069,-0.2841161583086771,0.284116158308677,0.07298754547362679,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 15.299999999999999, 10.928571428571427]"
182,GDP,PMI:新出口订单,-11,-0.11039677271289632,GDP,PMI:新出口订单,-2,0.28099370221382697,GDP,PMI:新出口订单,12,0.06409778902149378,-0.25460650371891186,0.2546065037189119,0.0806745782723734,-0.20761193868930292,0.20761193868930303,0.07462253784555735,-0.1928949639613218,0.1928949639613218,0.07068636262414302,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 15.299999999999999, 11.769230769230768]"
183,GDP,PMI:在手订单,-11,-0.3735023321843713,GDP,PMI:在手订单,-2,0.4878038635071087,GDP,PMI:在手订单,12,0.0683020562907938,-0.4701311714888869,0.47013117148888683,0.08369170709480132,-0.4372532459451896,0.43725324594518944,0.07824607344217932,-0.429326716997418,0.4293267169974178,0.07436446255822471,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 5.884615384615384, 15.299999999999999]"
184,GDP,PMI:产成品库存,6,-0.10216705645404424,GDP,PMI:产成品库存,-12,0.25010605654479856,GDP,PMI:产成品库存,12,0.0596115928387579,-0.11015349311360226,0.11015349311360237,0.07287688045941049,-0.11297806266855444,0.1129780626685546,0.06849936519875713,-0.10216705645404424,0.10216705645404431,0.06480532438696461,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 25.5, 11.769230769230768]"
185,GDP,PMI:采购量,-12,-0.24257148277857185,GDP,PMI:采购量,-2,0.37306343895788685,GDP,PMI:采购量,12,0.06781518610198112,-0.3566069625814513,0.35660696258145114,0.0833659419405759,-0.3369979640530196,0.3369979640530193,0.07809675632442731,-0.31314046885204794,0.31314046885204794,0.07383299201005036,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 15.299999999999999, 10.928571428571427]"
186,GDP,PMI:进口,-12,-0.04638858940345129,GDP,PMI:进口,-2,0.18392236181788135,GDP,PMI:进口,12,0.06036965007534227,-0.16160991387851442,0.16160991387851445,0.07644987813503319,-0.10592713321897909,0.10592713321897898,0.07054328171984445,-0.0917141775001886,0.0917141775001886,0.06672066841819121,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 17.0, 10.928571428571427]"
187,GDP,PMI:主要原材料购进价格,10,-0.19839496301618165,GDP,PMI:主要原材料购进价格,-7,0.26880706500063606,GDP,PMI:主要原材料购进价格,12,0.08279397289376536,-0.25077565392755957,0.2507756539275598,0.09874869517188439,-0.22515337139367392,0.22515337139367392,0.09213893193341985,-0.2319644647329821,0.23196446473298196,0.08942443526664341,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 17.0, 21.857142857142854]"
188,GDP,PMI:原材料库存,9,0.008302612512949276,GDP,PMI:原材料库存,-2,0.0914827319666949,GDP,PMI:原材料库存,12,0.05772595075379432,-0.07490536855580353,0.07490536855580346,0.07230304306784117,-0.024350383233694026,0.02435038323369399,0.0672179517074729,-0.006707087405665859,0.006707087405665861,0.06346801011560291,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 10.928571428571427, 17.0]"
189,GDP,PMI:从业人员,12,-0.39791869638143657,GDP,PMI:从业人员,-2,0.5568895250406937,GDP,PMI:从业人员,12,0.06246257022881674,-0.4884493261876119,0.48844932618761194,0.0779446621939793,-0.4452368638732352,0.4452368638732352,0.07272803612011486,-0.4378991890765559,0.4378991890765559,0.06887512751011302,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 11.769230769230768, 15.299999999999999]"
190,GDP,PMI:供货商配送时间,-12,0.05951790857206297,GDP,PMI:供货商配送时间,10,0.24019979242936412,GDP,PMI:供货商配送时间,12,0.05835373190172358,-0.16330311380834062,0.16330311380834056,0.07198899208827697,-0.18645948919163424,0.1864594891916343,0.06772876981485182,-0.18740231490027334,0.18740231490027337,0.06416021348047193,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 76.5, 25.5]"
191,GDP,非制造业PMI:商务活动,-12,-0.5761232830191229,GDP,非制造业PMI:商务活动,0,0.6421443872466175,GDP,非制造业PMI:商务活动,12,0.06652252743254887,-0.6421443872466173,0.6421443872466174,0.0812285003302311,-0.6302609200898488,0.6302609200898489,0.07639418408182519,-0.6180654468953863,0.6180654468953866,0.0724855829947712,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 8.052631578947368, 5.1]"
192,GDP,非制造业PMI:新订单,-12,-0.5102356085720806,GDP,非制造业PMI:新订单,0,0.6042710170828699,GDP,非制造业PMI:新订单,12,0.06665978999737619,-0.6042710170828702,0.60427101708287,0.08135504893231901,-0.5964072715199416,0.5964072715199419,0.07658016703672019,-0.5917941927051926,0.5917941927051922,0.07278497297623511,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 8.5, 12.75]"
193,GDP,非制造业PMI:新出口订单,-12,-0.199685124662084,GDP,非制造业PMI:新出口订单,2,0.3364303335013654,GDP,非制造业PMI:新出口订单,12,0.06344170266629692,-0.3334761100725689,0.33347611007256905,0.07784198390325339,-0.3272700508448154,0.3272700508448154,0.07319158237292461,-0.2961655336096216,0.29616553360962156,0.06899176919478367,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 21.857142857142854, 8.052631578947368]"
194,GDP,非制造业PMI:业务活动预期,-11,-0.6639186264768864,GDP,非制造业PMI:业务活动预期,11,0.7127388799313812,GDP,非制造业PMI:业务活动预期,12,0.07456027911669803,-0.7125655840938173,0.7125655840938174,0.08956913320536186,-0.69459840073821,0.69459840073821,0.08429424970155092,-0.6963906289566012,0.6963906289566012,0.08045676481609793,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 15.299999999999999, 8.5]"
195,GDP,非制造业PMI:投入品价格,11,-0.5704679498490004,GDP,非制造业PMI:投入品价格,-6,0.6168376434983918,GDP,非制造业PMI:投入品价格,12,0.07797326971720397,-0.587406989497437,0.5874069894974371,0.09356696554306054,-0.5831007472493911,0.5831007472493918,0.08854184433763893,-0.5905328509103507,0.5905328509103507,0.08488616710338559,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 17.0, 21.857142857142854]"
196,GDP,非制造业PMI:销售价格,-12,-0.19062195309344893,GDP,非制造业PMI:销售价格,-5,0.26982680613836313,GDP,非制造业PMI:销售价格,12,0.06042740703586642,-0.22107172822692814,0.2210717282269283,0.07456582063878042,-0.20862380846612216,0.2086238084661223,0.0699247600504907,-0.2231774900190257,0.2231774900190251,0.06654992846120174,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 17.0, 21.857142857142854]"
197,GDP,非制造业PMI:从业人员,10,-0.7424583515574781,GDP,非制造业PMI:从业人员,-7,0.806507132409362,GDP,非制造业PMI:从业人员,12,0.0660734379472592,-0.7913322765532211,0.7913322765532225,0.08175910354251327,-0.7777667569713577,0.7777667569713577,0.07678971565729341,-0.7773166797484509,0.7773166797484508,0.07282326835250932,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 9.5625, 17.0]"
198,GDP,非制造业PMI:在手订单,12,0.1376580523911669,GDP,非制造业PMI:在手订单,12,0.1376580523911671,GDP,非制造业PMI:在手订单,12,0.05631220528226072,0.10358593837059452,0.10358593837059474,0.07014572596953358,0.11388753475258637,0.11388753475258681,0.06568940741257293,0.11438643197183236,0.11438643197183201,0.06215066514536906,"[11.769230769230768, 6.12, 4.026315789473684]","[51.0, 21.857142857142854, 5.4642857142857135]"
199,GDP,非制造业PMI:存货,-4,-0.3540462466486465,GDP,非制造业PMI:存货,-12,0.4412986499307401,GDP,非制造业PMI:存货,12,0.06128552923488648,-0.4212264914440401,0.42122649144404034,0.0750855916467788,-0.40293463987619327,0.40293463987619305,0.07042688747729248,-0.39085720514410216,0.3908572051441024,0.06668349484301064,"[11.769230769230768, 6.12, 4.026315789473684]","[21.857142857142854, 4.25, 10.2]"
200,GDP,非制造业PMI:供应商配送时间,-11,-0.05132866524984681,GDP,非制造业PMI:供应商配送时间,10,0.27620381782189946,GDP,非制造业PMI:供应商配送时间,12,0.058514075528409135,-0.20166545033880443,0.2016654503388043,0.07239852219979198,-0.21861262883477553,0.21861262883477556,0.06810809873401463,-0.21901571020009641,0.2190157102000962,0.0645328741910006,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 6.12, 2.9999999999999996]"
201,GDP,财新中国PMI,-12,-0.1593634300889641,GDP,财新中国PMI,3,0.2522040114267243,GDP,财新中国PMI,12,0.06271748741514116,-0.2476450609066191,0.24764506090661942,0.07666535939105108,-0.25220401142672405,0.25220401142672405,0.07227031637031667,-0.23728221627213827,0.23728221627213844,0.06840512855406691,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 21.857142857142854, 9.0]"
202,GDP,OECD综合领先指标,-12,0.3000075611625647,GDP,OECD综合领先指标,-12,0.30000756116256494,GDP,OECD综合领先指标,12,0.05659757219461384,0.09979670977559466,0.09979670977559459,0.07047849174999041,0.13954251641608598,0.13954251641608598,0.06594762775727163,0.1662949708230958,0.1662949708230957,0.062303819042019745,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 15.299999999999999, 11.769230769230768]"
203,GDP,OECD综合领先指标:G7,-12,0.3114149532759992,GDP,OECD综合领先指标:G7,-12,0.3114149532759991,GDP,OECD综合领先指标:G7,12,0.05650544258252532,0.11935452194158364,0.11935452194158362,0.07036482496670216,0.16078517525368255,0.1607851752536826,0.06581609339086927,0.1862102289031588,0.18621022890315875,0.062171266208101705,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 15.299999999999999, 11.769230769230768]"
204,GDP,OECD综合领先指标:五个主要亚洲国家,-12,0.09635972157106727,GDP,OECD综合领先指标:五个主要亚洲国家,0,0.0965778462925348,GDP,OECD综合领先指标:五个主要亚洲国家,12,0.05719009018845192,-0.09657784629253481,0.09657784629253474,0.07115965846549722,-0.0534605278026666,0.05346052780266657,0.0666301958825786,-0.025938555288499584,0.025938555288499563,0.06298891818616476,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 15.299999999999999, 9.0]"
205,GDP,OECD综合领先指标:欧元区,-12,0.21428009418487073,GDP,OECD综合领先指标:欧元区,-12,0.2142800941848708,GDP,OECD综合领先指标:欧元区,12,0.056829939285433506,0.01703219754055893,0.01703219754055898,0.07080798843802516,0.05753700620705072,0.057537006207050725,0.06624542106716615,0.08842234757120329,0.0884223475712033,0.06256542208593441,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 15.299999999999999, 11.769230769230768]"
206,GDP,OECD综合领先指标:四个主要欧洲国家,-12,0.22409275776359752,GDP,OECD综合领先指标:四个主要欧洲国家,-12,0.22409275776359727,GDP,OECD综合领先指标:四个主要欧洲国家,12,0.05661418503651103,0.04961905700374974,0.04961905700374973,0.07065708415938532,0.09172941772457222,0.0917294177245722,0.06608392073388597,0.12386918747603964,0.12386918747603964,0.06239673473955756,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 17.0, 11.769230769230768]"
207,GDP,OECD综合领先指标:美国,-12,0.34180668876855147,GDP,OECD综合领先指标:美国,-12,0.34180668876855164,GDP,OECD综合领先指标:美国,12,0.056458898884370695,0.13686529128461922,0.13686529128461924,0.07021628513606265,0.17374981268001718,0.1737498126800173,0.06566758119507266,0.1927629893395882,0.19276298933958827,0.06204024528045736,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 76.5, 15.299999999999999]"
208,GDP,OECD综合领先指标:中国,-12,0.15923350039977544,GDP,OECD综合领先指标:中国,-12,0.1592335003997755,GDP,OECD综合领先指标:中国,12,0.057015033105841134,-0.0679053230953504,0.06790532309535047,0.0712177660005518,-0.02950026591884468,0.029500265918844637,0.06663851125850699,-0.001043609229565116,0.0010436092295652366,0.0629488629690655,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 15.299999999999999, 9.0]"
209,GDP,OECD综合领先指标:幅度调节型,-12,0.28106065072039244,GDP,OECD综合领先指标:幅度调节型,-12,0.2810606507203924,GDP,OECD综合领先指标:幅度调节型,12,0.056557351341933945,0.09443253162251847,0.09443253162251847,0.07047617110253651,0.13314054021261337,0.1331405402126134,0.06593780833854901,0.1596312077592401,0.15963120775924047,0.06228793434375032,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 15.299999999999999, 11.769230769230768]"
210,GDP,OECD综合领先指标:幅度调节型:G7,-12,0.2933612900392389,GDP,OECD综合领先指标:幅度调节型:G7,-12,0.29336129003923894,GDP,OECD综合领先指标:幅度调节型:G7,12,0.056513136618668525,0.11324885509949595,0.11324885509949592,0.07037380247751597,0.15402314474319068,0.15402314474319065,0.06582045287864399,0.1779671359786034,0.17796713597860328,0.062177697944992505,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 15.299999999999999, 11.769230769230768]"
211,GDP,OECD综合领先指标:幅度调节型:五个主要亚洲国家,-12,0.07236481564275922,GDP,OECD综合领先指标:幅度调节型:五个主要亚洲国家,0,0.08414486379941975,GDP,OECD综合领先指标:幅度调节型:五个主要亚洲国家,12,0.05710134697148625,-0.08414486379941977,0.08414486379941974,0.07122173645922991,-0.03831514249865374,0.03831514249865374,0.06663786777932121,-0.010663784294230457,0.010663784294230422,0.06297076619554601,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 15.299999999999999, 9.0]"
212,GDP,OECD综合领先指标:幅度调节型:欧元区,-12,0.22895884128256663,GDP,OECD综合领先指标:幅度调节型:欧元区,-12,0.2289588412825668,GDP,OECD综合领先指标:幅度调节型:欧元区,12,0.0567304991429069,0.04226689547797416,0.042266895477974215,0.07069594472375933,0.08464897593128845,0.08464897593128837,0.0661286753431885,0.11478882867849047,0.1147888286784904,0.062454508983806306,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 15.299999999999999, 11.769230769230768]"
213,GDP,OECD综合领先指标:幅度调节型:四个主要欧洲国家,-12,0.20297848886631162,GDP,OECD综合领先指标:幅度调节型:四个主要欧洲国家,-12,0.20297848886631145,GDP,OECD综合领先指标:幅度调节型:四个主要欧洲国家,12,0.05660060848170752,0.05309844917922797,0.05309844917922791,0.07064218981142809,0.09635223115903091,0.09635223115903088,0.06606529987026244,0.12812659881562843,0.12812659881562843,0.06238097693467558,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 17.0, 8.5]"
214,GDP,OECD综合领先指标:幅度调节型:美国,-12,0.3228679438032966,GDP,OECD综合领先指标:幅度调节型:美国,-12,0.32286794380329664,GDP,OECD综合领先指标:幅度调节型:美国,12,0.05647053027497162,0.1259863200555626,0.12598632005556268,0.07023448355900305,0.16201078624714627,0.16201078624714632,0.06567789560160414,0.17955436614637657,0.17955436614637663,0.062052254708895666,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 76.5, 15.299999999999999]"
215,GDP,OECD综合领先指标:幅度调节型:中国,-12,0.1054445919905265,GDP,OECD综合领先指标:幅度调节型:中国,-12,0.10544459199052666,GDP,OECD综合领先指标:幅度调节型:中国,12,0.05694539244839114,-0.06855322634503375,0.0685532263450337,0.07138720917047572,-0.02620105680751049,0.026201056807510566,0.06671364940286649,0.0008434189544625806,0.0008434189544626885,0.0629872449124854,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 9.0, 7.6499999999999995]"
216,GDP,平均汇率:美元兑人民币,-12,-0.12528525196439966,GDP,平均汇率:美元兑人民币,12,0.5183129537613359,GDP,平均汇率:美元兑人民币,-12,0.0676183379383432,-0.3755152686030345,0.3755152686030346,0.08067186883327515,-0.4295711493677344,0.4295711493677344,0.07723251005888349,-0.46274425995574925,0.46274425995574925,0.07425453481296612,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 17.0, 12.75]"
217,GDP,平均汇率:欧元兑人民币,-11,-0.7683525565757521,GDP,平均汇率:欧元兑人民币,12,0.8324152148398587,GDP,平均汇率:欧元兑人民币,12,0.10148603020377744,-0.7988878360505375,0.7988878360505379,0.1163573595022325,-0.8098955378735868,0.8098955378735868,0.11171891480097987,-0.8247275958034397,0.82472759580344,0.10810658138017343,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 25.5, 19.125]"
218,GDP,平均汇率:港元兑人民币,-12,-0.17367047133614946,GDP,平均汇率:港元兑人民币,12,0.5346662152060045,GDP,平均汇率:港元兑人民币,-12,0.06823543648702549,-0.40795996370766496,0.4079599637076649,0.08108131560898958,-0.4623144656298556,0.4623144656298559,0.0776291331911563,-0.4899422135355179,0.4899422135355178,0.07452490962234018,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 17.0, 11.769230769230768]"
219,GDP,平均汇率:100日元兑人民币,12,-0.4855399764069422,GDP,平均汇率:100日元兑人民币,-12,0.6060683280497728,GDP,平均汇率:100日元兑人民币,12,0.08998150643728806,-0.49737257007219393,0.4973725700721938,0.1049963628302909,-0.5117807977827282,0.5117807977827281,0.10100550058541144,-0.522610238990819,0.522610238990819,0.09773903440168397,"[11.769230769230768, 6.12, 4.026315789473684]","[30.599999999999998, 11.769230769230768, 9.0]"
220,GDP,消费者信心指数(月),-12,0.6273165185224681,GDP,消费者信心指数(月),-12,0.6273165185224682,GDP,消费者信心指数(月),-12,0.05181036214628565,0.5036667876347763,0.5036667876347763,0.060797715426244694,0.4699537175832576,0.4699537175832575,0.05780059681591693,0.43987395374646765,0.43987395374646765,0.05548022340460901,"[11.769230769230768, 6.12, 4.026315789473684]","[15.299999999999999, 25.5, 19.125]"
221,GDP,消费者满意指数(月),-12,0.4555285541141596,GDP,消费者满意指数(月),-12,0.4555285541141596,GDP,消费者满意指数(月),-12,0.05587388657762671,0.32166668990343084,0.3216666899034308,0.06531235004993725,0.27807733864679435,0.27807733864679446,0.062335053349298994,0.23716460676218623,0.23716460676218623,0.05997928292095553,"[11.769230769230768, 6.12, 4.026315789473684]","[51.0, 25.5, 15.299999999999999]"
222,GDP,消费者预期指数(月),-12,0.7012777182366567,GDP,消费者预期指数(月),-12,0.7012777182366564,GDP,消费者预期指数(月),-12,0.0494575739874272,0.5941658421066903,0.5941658421066904,0.05814186580589603,0.567798478430279,0.567798478430279,0.05514255163102233,0.5450501791441525,0.5450501791441528,0.0528553235028375,"[11.769230769230768, 6.12, 4.026315789473684]","[15.299999999999999, 19.125, 10.928571428571427]"
223,GDP,金融机构:各项贷款余额:同比,12,-0.5129817723708291,GDP,金融机构:各项贷款余额:同比,-12,0.5902870612141301,GDP,金融机构:各项贷款余额:同比,12,0.14067763458738747,-0.5574964718601039,0.5574964718601038,0.1625307560508817,-0.5500578780893004,0.5500578780893004,0.1555310850548759,-0.5410698111427993,0.5410698111427994,0.1500808087446163,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 25.5, 8.5]"
224,GDP,金融机构:外汇贷款余额:同比,11,-0.576471814655973,GDP,金融机构:外汇贷款余额:同比,-12,0.6786416616710512,GDP,金融机构:外汇贷款余额:同比,8,0.5611027313711376,-0.6131802425428846,0.6131802425428845,0.597172886039548,-0.6005276265232093,0.6005276265232092,0.6125899048369337,-0.585792930334008,0.5857929303340078,0.5755538983197539,"[11.769230769230768, 6.12, 4.026315789473684]","[30.599999999999998, 21.857142857142854, 11.769230769230768]"
225,GDP,金融机构:各项存款余额:同比,12,-0.7336488632833575,GDP,金融机构:各项存款余额:同比,-12,0.830058537064524,GDP,金融机构:各项存款余额:同比,12,0.19989508074634935,-0.7855270988424986,0.7855270988424993,0.24218744771921033,-0.7771379984029967,0.7771379984029971,0.23051495931062035,-0.7656574083778944,0.7656574083778946,0.2202364861929469,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 25.5, 15.299999999999999]"
226,GDP,M0:同比,12,-0.5291836405210818,GDP,M0:同比,-1,0.5897963634741069,GDP,M0:同比,12,0.27791032398824084,-0.5869249678417127,0.5869249678417124,0.2886398406804087,-0.5753864077650719,0.575386407765072,0.2932464380235108,-0.5655876104301374,0.5655876104301375,0.2976964993817897,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 21.857142857142854, 7.285714285714285]"
227,GDP,M1:同比,12,-0.3115504933213001,GDP,M1:同比,-1,0.4674695884396019,GDP,M1:同比,12,0.32269706568822215,-0.4674105153846205,0.4674105153846202,0.4625622033602148,-0.4340162053327655,0.43401620533276575,0.430038960235145,-0.40064795107281026,0.4006479510728105,0.40755892527918525,"[11.769230769230768, 6.12, 4.026315789473684]","[76.5, 38.25, 25.5]"
228,GDP,M2:同比,12,-0.7349211909514562,GDP,M2:同比,-6,0.8041769948950553,GDP,M2:同比,12,0.19020590324450035,-0.7917057319429953,0.7917057319429948,0.23432064187254711,-0.7858823032183904,0.7858823032183904,0.22293510866049276,-0.7742208541217226,0.7742208541217231,0.21267331424912883,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 25.5, 15.299999999999999]"
229,GDP,M0:同比:翘尾因素,-10,-0.2445399031915097,GDP,M0:同比:翘尾因素,-2,0.4942415057747927,GDP,M0:同比:翘尾因素,-11,0.26199352660721725,-0.3534618947625628,0.35346189476256296,0.2748150478999407,-0.3338404726575576,0.3338404726575575,0.28099231952733483,-0.38674900596049877,0.3867490059604987,0.29292712243562236,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 4.026315789473684, 6.12]"
230,GDP,M1:同比:翘尾因素,8,-0.13899866561869634,GDP,M1:同比:翘尾因素,0,0.37974498156122666,GDP,M1:同比:翘尾因素,,1000000.0,-0.3797449815612267,0.3797449815612267,inf,-0.18911462761749395,0.18911462761749395,inf,-0.15813640679733804,0.1581364067973379,inf,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 38.25, 6.12]"
231,GDP,M2:同比:翘尾因素,-5,-0.27691394933865476,GDP,M2:同比:翘尾因素,-12,0.5271745309089426,GDP,M2:同比:翘尾因素,,1000000.0,-0.5011032016187036,0.5011032016187033,inf,-0.3290055901338194,0.32900559013381947,inf,-0.296925677701842,0.2969256777018421,inf,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 2.9999999999999996, 6.12]"
232,GDP,成交金额所占份额:大连:期货合计:累计值,-12,-0.05537963289747478,GDP,成交金额所占份额:大连:期货合计:累计值,12,0.10145433093448672,GDP,成交金额所占份额:大连:期货合计:累计值,-12,0.17944365721873545,-0.06673881483052196,0.06673881483052216,0.1840875785019003,-0.0823083919880652,0.0823083919880652,0.1857241116969286,-0.08574183378083777,0.08574183378083781,0.18551716120604778,"[11.769230769230768, 6.12, 4.026315789473684]","[51.0, 19.125, 30.599999999999998]"
